path	radius	relative_radius	raw_abs_weight	bad_channel_probability_ose_alpha1	bad_channel_probability_ose_alpha3	bad_channel_probability_ose_alpha4	bad_channel_probability_jacobian_linear	bad_channel_probability_jacobian_log	bad_channel_weighted_abs_ose_alpha1	bad_channel_weighted_abs_ose_alpha3	bad_channel_weighted_abs_ose_alpha4	bad_channel_weighted_abs_jacobian_linear	bad_channel_weighted_abs_jacobian_log
fixed relative q	13751.965681201622	0.2	64834.92030096285	1.454316389866407e-05	3.0760659605578965e-15	4.4736382036031367e-20	9.218042305498458e-15	6.773173520585968e-76	0.9429048722937251	1.9943649139327595e-10	2.9004797638595195e-15	5.976510382078963e-10	4.3913816539178315e-71
fixed relative q	14784.65929071304	0.2	69703.65028225815	1.3527352246202246e-05	2.4754606188864484e-15	3.348688075211046e-20	6.906408667453459e-15	7.072355373231206e-81	0.9429058302142006	1.7254864126636332e-10	2.3341578249887895e-15	4.814018944625324e-10	4.929689856075573e-76
fixed relative q	15894.902256865418	0.2	74937.9939127169	1.2582492164373298e-05	1.9921241460131867e-15	2.506620185295826e-20	5.174139013626055e-15	3.1549846101139263e-86	0.9429067212206144	1.4928578712731254e-10	1.878410881871919e-15	3.8773959790666036e-10	2.3642821750743294e-81
fixed relative q	17088.518090775768	0.2	80565.40667663534	1.1703628007141552e-05	1.6031596634363034e-15	1.8763003932131138e-20	3.8761276675805815e-15	5.641005165759754e-92	0.9429075499874183	1.291592102523236e-10	1.511649042267453e-15	3.122818018691875e-10	4.544698752444353e-87
fixed relative q	18371.76761578636	0.2	86615.40580743819	1.088615024166428e-05	1.2901409339021024e-15	1.404482093341008e-20	2.903581356519823e-15	3.774190891906585e-98	0.942908320862493	1.1174608053871789e-10	1.2164978646401169e-15	2.5149487748987633e-10	3.2690307569722597e-93
fixed relative q	19751.38180710058	0.2	93119.72511319329	1.012577127717863e-05	1.0382394636872976e-15	1.0513081793299876e-20	2.1749412744695155e-15	8.776921448011825e-105	0.9429090378899421	9.668057346023038e-11	9.789752866846017e-16	2.0252993361593955e-10	8.173045125789515e-100
fixed relative q	21234.59709748593	0.2	100112.48142862943	9.418502981604238e-06	8.355220391376943e-16	7.869440935167322e-21	1.629071815774124e-15	6.553104765381385e-112	0.9429097048313452	8.364618462638301e-11	7.878292594756347e-16	1.630904219025906e-10	6.560475791241069e-107
fixed relative q	22829.193334233325	0.2	107630.35356674786	8.760635768057106e-06	6.723854199837041e-16	5.890575365414593e-21	1.2201508520778578e-15	1.4424011035861552e-119	0.942910325185484	7.236908048597232e-11	6.340047092911476e-16	1.313252676139085e-10	1.552461407640452e-114
fixed relative q	24543.53458646543	0.2	115712.77470866966	8.148719141671567e-06	5.411014094160047e-16	4.4093193427986244e-21	9.138370703106704e-16	8.539335365912979e-128	0.942910902204466	6.261234548229777e-11	5.102145757318366e-16	1.0574262303728932e-10	9.881101893576637e-123
fixed relative q	26386.61301683937	0.2	124402.13924085478	7.57954360490715e-06	4.35450749758316e-16	3.300542962191969e-21	6.843956075680086e-16	1.2320685203159246e-136	0.9429114389197897	5.417100480396864e-11	4.1059460515302865e-16	8.514027766850482e-11	1.5327195961861557e-131
