include_integrated_ct	mode	delta	abs_subtracted	measure_weighted_delta2_abs_subtracted
False	3d_cff_expansion	0.26206561493511316	3400472.015995533	233538.93150347477
False	3d_cff_expansion	0.2776608471390847	3165404.666448972	244038.6011784366
False	3d_cff_expansion	0.29418413420273776	2944618.6576635954	254839.97467752817
False	3d_cff_expansion	0.3116907036347938	2737339.279716306	265935.50767830934
False	3d_cff_expansion	0.3302390694713704	2542833.9102790244	277315.98137580516
False	3d_cff_expansion	0.34989122785355525	2360409.4191249646	288970.45901040395
False	3d_cff_expansion	0.37071286424358746	2189409.7156174956	300886.25907887006
False	3d_cff_expansion	0.39277357297223764	2029213.436716845	313048.94767263066
False	3d_cff_expansion	0.4161470898512156	1879231.7675114302	325442.3514627758
False	3d_cff_expansion	0.44091153862807575	1738906.3925264757	338048.5931607992
False	3d_cff_expansion	0.46714969210737795	1607707.5740545073	350848.15064295626
False	3d_cff_expansion	0.494949248810886	1485132.3560755514	363819.9408619105
False	3d_cff_expansion	0.524403126101497	1370702.8880642839	376941.4282318929
False	3d_cff_expansion	0.5556097707506484	1263964.869680647	390188.7579274548
False	3d_cff_expansion	0.588673487987254	1164486.1105410163	403536.9124679361
False	3d_cff_expansion	0.6237047901279648	1071855.2044018535	416959.89052745514
False	3d_cff_expansion	0.6608207659540327	985680.31311959	430430.9053572819
False	3d_cff_expansion	0.7001454720693739	905588.0568657878	443922.5999044875
False	3d_cff_expansion	0.7418103475479241	831222.5069938902	457407.2754522176
False	3d_cff_expansion	0.7859546532561854	762244.2754342237	470857.12930845836
False	3d_cff_expansion	0.8327259373193655	698329.6959829908	484244.4976110574
False	3d_cff_expansion	0.8822805282869017	639170.0904180426	497542.09825102007
False	3d_cff_expansion	0.9347840576457007	584471.113087596	510723.2695260381
False	3d_cff_expansion	0.9904120134275569	533952.1660328937	523762.1995848392
False	3d_cff_expansion	1.0493503267611473	487345.8769952364	536634.1423777809
False	3d_cff_expansion	1.1117959933290618	444397.6321320253	549315.6161010594
False	3d_cff_expansion	1.1779577318070593	404865.15494665713	561784.5803643803
False	3d_cff_expansion	1.2480566814862961	368518.1235505745	574020.5895212906
False	3d_cff_expansion	1.3223271414102968	335137.81798899197	586004.9196012906
False	3d_cff_expansion	1.4010173534971218	304516.7902924202	597720.6675708013
False	3d_cff_expansion	1.4843903322642567	276458.5503509197	609152.8223162928
False	3d_cff_expansion	1.572724743929531	250777.2613363819	620288.3072923257
False	3d_cff_expansion	1.6663158378263265	227297.43935630965	631115.995642178
False	3d_cff_expansion	1.7654764332462605	205853.65296652005	641626.6993892728
False	3d_cff_expansion	1.8705379650078082	186290.21897066658	651813.1345275419
