point_index	source	x2	dx2_from_root	event_graph_id	event_graph_name	term_key	edge_ids	weighted_re	weighted_im	weighted_abs	pole_scaled_re	pole_scaled_im	pole_scaled_abs	raw_re	raw_im	raw_abs
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:28:0	15,16	1.4786247822070116e-74	6.663703972195117e-74	6.825780678838555e-74	-4.435874346617263e-79	-1.9991111916568353e-78	2.0477342036498253e-78	2.7266294587421685e-94	1.228807454978841e-93	1.2586948968929613e-93
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:29:0	13,15	3.4682530088423974e-28	1.6109390546494615e-27	1.6478508509960312e-27	-1.0404759026518344e-32	-4.832817163944275e-32	4.94355255298389e-32	6.395564945263366e-48	2.970621036182882e-47	3.038687521003612e-47
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:30:0	9,14,15	1.3706687742726433e-07	1.4300501131053937e-07	1.9808523960050177e-07	-4.1120063228144336e-12	-4.290150339312533e-12	5.9425571880100005e-12	2.5275552683023914e-27	2.637056278774607e-27	3.6527525856192e-27
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:31:0	9,10,15	0.0002673082146827006	0.0044788942767934065	0.0044868638963455965	-8.0192464404742e-09	-1.3436682830368795e-07	1.3460591689025343e-07	4.929245481938542e-24	8.259218447203631e-23	8.273914670145014e-23
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:32:0	11,15	4.728802154384446e-19	2.7799877849105568e-18	2.8199198184354487e-18	-1.4186406463141277e-23	-8.339963354724579e-23	8.459759455299153e-23	8.720056240003496e-39	5.126382758150803e-38	5.200018652981359e-38
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	0	GL05	threshold_counterterm:33:0	9,12,15	1.1471212202589844e-07	1.1169597997485924e-07	1.6010890944050794e-07	-3.441363660774027e-12	-3.3508793992429282e-12	4.803267283211154e-12	2.1153267208452028e-27	2.0597081361503123e-27	2.9524574073211473e-27
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	original		-1.854870475395569e-05	1.710648312644463e-05	2.5232641815805836e-05	5.564611426181975e-10	-5.131944937929026e-10	7.569792544735314e-10	-3.4204380592185815e-25	3.154487966745684e-25	4.652976557999653e-25
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:1:0	12,14	2.5309833708711703e-07	2.0792444261584165e-07	3.2755357130303485e-07	-7.592950112607055e-12	-6.237733278469945e-12	9.82660713908269e-12	4.667210979856092e-27	3.8341905076329714e-27	6.040188339721871e-27
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:3:0	9,11,12	-3.774214088052055e-08	3.858904501950123e-09	3.793890275429999e-08	1.1322642264146536e-12	-1.1576713505840525e-13	1.138167082628032e-12	-6.959766561414015e-28	7.1159382827231e-29	6.996050054553062e-28
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:6:0		2.1002767309299825e-27	4.107304053488595e-27	4.613145232299735e-27	-6.30083019278459e-32	-1.2321912160455307e-31	1.3839435696887438e-31	3.872974722848002e-47	7.573994676010521e-47	8.506781327626524e-47
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:8:0	9,10,13	1.2047511478133634e-06	-1.665546055107709e-06	2.0555945587207774e-06	-3.614253443437017e-11	4.996638165318878e-11	6.166783676157089e-11	2.221598075191371e-26	-3.0713180202282636e-26	3.790579426561705e-26
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:11:0	9,11,14	2.14595318655045e-06	3.188107144754284e-06	3.843064173976196e-06	-6.437859559645875e-11	-9.56432143425472e-11	1.1529192521918786e-10	3.95720350824669e-26	5.878967377740325e-26	7.086728231999226e-26
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:12:0	11,13	-2.2496753453179436e-06	4.3438541375080307e-07	2.291228894504184e-06	6.749026035948092e-11	-1.3031562412513011e-11	6.873686683506707e-11	-4.148470350939298e-26	8.010200287682075e-27	4.225096370393253e-26
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:14:0	11,16	1.865638688404784e-08	2.333778929417926e-08	2.987830618871793e-08	-5.596916065209593e-13	-7.001336788247824e-13	8.963491856607758e-13	3.440294974348268e-28	4.303559940098305e-28	5.509651320051468e-28
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:20:0	13,15	3.852901425215735e-18	5.383506565595994e-18	6.6201957927424334e-18	-1.1558704275637375e-22	-1.615051969677425e-22	1.9860587378210414e-22	7.104868425066149e-38	9.927351258901623e-38	1.2207844132160174e-37
0	root_log_probe	0.9440881235200773	-2.999999999997449e-05	1	GL05_isr_p1_ct	threshold_counterterm:26:0	9,14,16	2.9976331593628077e-07	3.696894395485538e-07	4.75949920994676e-07	-8.992899478080776e-12	-1.1090683186447183e-11	1.4278497629828138e-11	5.527727505433278e-27	6.81718667635482e-27	8.776662552166016e-27
